file,sheet,column,header_rows_1_to_8,numeric_cells,first_numeric_row,first_numeric_value,last_numeric_row,last_numeric_value,disposition
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),C,r7:Population size - total,100,10,5494392,138,44170,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,332954,138,3039,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),E,r8:5-9,100,10,429676,138,3787,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),F,r8:10-14,100,10,440361,138,3427,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),G,r8:15-19,100,10,357237,138,2852,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),H,r8:20-24,100,10,344502,138,2770,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),I,r8:25-29,100,10,440719,138,3795,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),J,r8:30-34,100,10,522410,138,3910,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),K,r8:35-39,100,10,469856,138,3472,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),L,r8:40-44,100,10,397448,138,2882,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),M,r8:45-49,100,10,319729,138,2518,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),N,r8:50-54,100,10,328000,138,2611,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),O,r8:55-59,100,10,336356,138,2702,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),P,r8:60-64,100,10,311936,138,2682,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),Q,r8:65-69,100,10,211989,138,1778,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),R,r8:70-74,100,10,128513,138,1024,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),S,r8:75-79,100,10,46461,138,305,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),T,r8:80-84,100,10,48920,138,370,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),U,r8:85-89,100,10,19779,138,183,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (urban areas),V,r8:90+,100,10,7546,138,63,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),C,r7:Population size - total,82,10,4531684,138,92491,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,82,10,330044,138,7062,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),E,r8:5-9,82,10,380229,138,7842,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),F,r8:10-14,82,10,377742,138,7626,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),G,r8:15-19,82,10,316440,138,6015,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),H,r8:20-24,82,10,316566,138,6115,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),I,r8:25-29,82,10,404200,138,8427,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),J,r8:30-34,82,10,413911,138,8542,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),K,r8:35-39,82,10,349842,138,7408,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),L,r8:40-44,82,10,292630,138,6027,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),M,r8:45-49,82,10,262898,138,5055,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),N,r8:50-54,82,10,283093,138,5590,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),O,r8:55-59,82,10,276549,138,5708,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),P,r8:60-64,82,10,228107,138,4958,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),Q,r8:65-69,82,10,130069,138,2986,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),R,r8:70-74,82,10,71184,138,1362,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),S,r8:75-79,82,10,27601,138,499,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),T,r8:80-84,82,10,41043,138,683,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),U,r8:85-89,82,10,21401,138,411,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2021 (rural areas),V,r8:90+,82,10,8135,138,175,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),C,r7:Population size - total,100,10,10063309,138,137472,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,637213,138,9924,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),E,r8:5-9,100,10,776988,138,11279,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),F,r8:10-14,100,10,838728,138,11327,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),G,r8:15-19,100,10,698646,138,9343,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),H,r8:20-24,100,10,644457,138,8434,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),I,r8:25-29,100,10,801446,138,11664,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),J,r8:30-34,100,10,941041,138,12621,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),K,r8:35-39,100,10,847523,138,11208,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),L,r8:40-44,100,10,715483,138,9281,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),M,r8:45-49,100,10,587878,138,7582,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),N,r8:50-54,100,10,605044,138,8067,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),O,r8:55-59,100,10,603560,138,8313,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),P,r8:60-64,100,10,562046,138,7798,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),Q,r8:65-69,100,10,364606,138,5215,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),R,r8:70-74,100,10,218459,138,2706,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),S,r8:75-79,100,10,79566,138,903,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),T,r8:80-84,100,10,81469,138,951,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),U,r8:85-89,100,10,42137,138,609,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (Total population),V,r8:90+,100,10,17019,138,247,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),C,r7:Population size - total,100,10,5007154,138,68423,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,339479,138,5398,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),E,r8:5-9,100,10,412759,138,6066,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),F,r8:10-14,100,10,448025,138,6034,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),G,r8:15-19,100,10,374038,138,4919,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),H,r8:20-24,100,10,332866,138,4325,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),I,r8:25-29,100,10,390755,138,5705,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),J,r8:30-34,100,10,456692,138,6162,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),K,r8:35-39,100,10,417817,138,5509,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),L,r8:40-44,100,10,358573,138,4638,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),M,r8:45-49,100,10,289830,138,3732,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),N,r8:50-54,100,10,290589,138,3947,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),O,r8:55-59,100,10,283068,138,3951,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),P,r8:60-64,100,10,261602,138,3577,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),Q,r8:65-69,100,10,163850,138,2344,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),R,r8:70-74,100,10,97828,138,1150,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),S,r8:75-79,100,10,33648,138,352,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),T,r8:80-84,100,10,32912,138,325,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),U,r8:85-89,100,10,16290,138,214,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (men),V,r8:90+,100,10,6533,138,75,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),C,r7:Population size - total,100,10,5056155,138,69049,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,297734,138,4526,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),E,r8:5-9,100,10,364229,138,5213,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),F,r8:10-14,100,10,390703,138,5293,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),G,r8:15-19,100,10,324608,138,4424,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),H,r8:20-24,100,10,311591,138,4109,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),I,r8:25-29,100,10,410691,138,5959,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),J,r8:30-34,100,10,484349,138,6459,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),K,r8:35-39,100,10,429706,138,5699,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),L,r8:40-44,100,10,356910,138,4643,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),M,r8:45-49,100,10,298048,138,3850,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),N,r8:50-54,100,10,314455,138,4120,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),O,r8:55-59,100,10,320492,138,4362,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),P,r8:60-64,100,10,300444,138,4221,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),Q,r8:65-69,100,10,200756,138,2871,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),R,r8:70-74,100,10,120631,138,1556,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),S,r8:75-79,100,10,45918,138,551,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),T,r8:80-84,100,10,48557,138,626,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),U,r8:85-89,100,10,25847,138,395,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (women),V,r8:90+,100,10,10486,138,172,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),C,r7:Population size - total,100,10,5502468,138,44263,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,312553,138,2821,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),E,r8:5-9,100,10,412042,138,3697,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),F,r8:10-14,100,10,450863,138,3552,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),G,r8:15-19,100,10,373515,138,2995,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),H,r8:20-24,100,10,337311,138,2677,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),I,r8:25-29,100,10,413830,138,3599,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),J,r8:30-34,100,10,519480,138,3910,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),K,r8:35-39,100,10,483893,138,3600,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),L,r8:40-44,100,10,414531,138,2940,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),M,r8:45-49,100,10,324243,138,2569,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),N,r8:50-54,100,10,326015,138,2556,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),O,r8:55-59,100,10,326201,138,2676,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),P,r8:60-64,100,10,321099,138,2657,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),Q,r8:65-69,100,10,222465,138,1935,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),R,r8:70-74,100,10,139725,138,1100,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),S,r8:75-79,100,10,50503,138,375,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),T,r8:80-84,100,10,45208,138,356,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),U,r8:85-89,100,10,20629,138,185,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (urban areas),V,r8:90+,100,10,8362,138,63,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),C,r7:Population size - total,82,10,4560841,138,93209,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,82,10,324660,138,7103,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),E,r8:5-9,82,10,364946,138,7582,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),F,r8:10-14,82,10,387865,138,7775,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),G,r8:15-19,82,10,325131,138,6348,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),H,r8:20-24,82,10,307146,138,5757,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),I,r8:25-29,82,10,387616,138,8065,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),J,r8:30-34,82,10,421561,138,8711,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),K,r8:35-39,82,10,363630,138,7608,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),L,r8:40-44,82,10,300952,138,6341,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),M,r8:45-49,82,10,263635,138,5013,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),N,r8:50-54,82,10,279029,138,5511,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),O,r8:55-59,82,10,277359,138,5637,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),P,r8:60-64,82,10,240947,138,5141,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),Q,r8:65-69,82,10,142141,138,3280,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),R,r8:70-74,82,10,78734,138,1606,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),S,r8:75-79,82,10,29063,138,528,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),T,r8:80-84,82,10,36261,138,595,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),U,r8:85-89,82,10,21508,138,424,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2022 (rural areas),V,r8:90+,82,10,8657,138,184,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),C,r7:Population size - total,100,10,10127145,138,138562,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,635723,138,9977,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),E,r8:5-9,100,10,738041,138,10880,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),F,r8:10-14,100,10,843156,138,11436,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),G,r8:15-19,100,10,729204,138,9775,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),H,r8:20-24,100,10,640183,138,8344,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),I,r8:25-29,100,10,759841,138,10939,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),J,r8:30-34,100,10,930621,138,12730,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),K,r8:35-39,100,10,873771,138,11618,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),L,r8:40-44,100,10,742551,138,9519,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),M,r8:45-49,100,10,603208,138,7922,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),N,r8:50-54,100,10,589920,138,7743,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),O,r8:55-59,100,10,600656,138,8206,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),P,r8:60-64,100,10,580769,138,7977,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),Q,r8:65-69,100,10,396707,138,5718,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),R,r8:70-74,100,10,235140,138,3005,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),S,r8:75-79,100,10,95494,138,1108,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),T,r8:80-84,100,10,69165,138,771,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),U,r8:85-89,100,10,45337,138,650,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (Total population),V,r8:90+,100,10,17658,138,244,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),C,r7:Population size - total,100,10,5039629,138,69015,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,338323,138,5425,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),E,r8:5-9,100,10,391904,138,5865,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),F,r8:10-14,100,10,450300,138,6098,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),G,r8:15-19,100,10,390076,138,5150,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),H,r8:20-24,100,10,334257,138,4349,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),I,r8:25-29,100,10,373527,138,5390,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),J,r8:30-34,100,10,450488,138,6139,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),K,r8:35-39,100,10,429263,138,5725,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),L,r8:40-44,100,10,371120,138,4743,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),M,r8:45-49,100,10,298666,138,3935,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),N,r8:50-54,100,10,284441,138,3798,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),O,r8:55-59,100,10,281379,138,3864,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),P,r8:60-64,100,10,269825,138,3671,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),Q,r8:65-69,100,10,178174,138,2569,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),R,r8:70-74,100,10,105050,138,1280,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),S,r8:75-79,100,10,40183,138,440,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),T,r8:80-84,100,10,28086,138,265,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),U,r8:85-89,100,10,17549,138,231,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (men),V,r8:90+,100,10,7018,138,78,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),C,r7:Population size - total,100,10,5087516,138,69547,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),D,r7:i n c l u d i n g b y a g e g r o u p s | r8:0-4,100,10,297400,138,4552,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),E,r8:5-9,100,10,346137,138,5015,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),F,r8:10-14,100,10,392856,138,5338,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),G,r8:15-19,100,10,339128,138,4625,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),H,r8:20-24,100,10,305926,138,3995,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),I,r8:25-29,100,10,386314,138,5549,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),J,r8:30-34,100,10,480133,138,6591,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),K,r8:35-39,100,10,444508,138,5893,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),L,r8:40-44,100,10,371431,138,4776,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),M,r8:45-49,100,10,304542,138,3987,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),N,r8:50-54,100,10,305479,138,3945,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),O,r8:55-59,100,10,319277,138,4342,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),P,r8:60-64,100,10,310944,138,4306,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),Q,r8:65-69,100,10,218533,138,3149,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),R,r8:70-74,100,10,130090,138,1725,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),S,r8:75-79,100,10,55311,138,668,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),T,r8:80-84,100,10,41079,138,506,not_adopted_pending_row_and_geography_audit
2020-2026-population-age-by-area.xls,01.01.2023 (women),U,r8:85-89,100,10,27788,138,419,not_adopted_pending_row_and_geography_audit
